10:34:27 STARTING NEW INSTANCE : POTENTIAL NEIGHBORS = 6
10:34:28, 00:23:D4:6A:22:09, 0
10:34:28, 00:23:D4:6A:22:09, 1
10:37:58, 00:23:D4:6A:22:09, 1
10:37:58, 00:23:D4:6A:22:09, 0
10:47:21 STARTING NEW INSTANCE : POTENTIAL NEIGHBORS = 6
10:47:22, 00:23:D4:6A:22:09, 0
10:47:22, 00:23:D4:6A:22:09, 1
10:47:49, 00:23:D4:6A:22:09, 1
10:47:49, 00:23:D4:6A:22:09, 0
10:51:10, 00:23:D4:6A:22:09, 0
10:51:10, 00:23:D4:6A:22:09, 1
10:56:19 STARTING NEW INSTANCE : POTENTIAL NEIGHBORS = 6
10:56:20, 00:23:D4:6A:22:09, 0
10:56:20, 00:23:D4:6A:22:09, 1
10:56:42, 00:23:D4:6A:22:09, 1
10:56:42, 00:23:D4:6A:22:09, 0
10:58:48, 00:23:D4:6A:22:09, 0
10:58:48, 00:23:D4:6A:22:09, 1
10:58:59, 00:23:D4:6A:22:09, 1
10:58:59, 00:23:D4:6A:22:09, 0
11:16:48, 00:23:D4:6A:22:09, 0
11:16:48, 00:23:D4:6A:22:09, 1
11:17:00, 00:23:D4:6A:22:09, 1
11:17:00, 00:23:D4:6A:22:09, 0
11:44:29, 00:23:D4:6A:22:09, 0
11:44:29, 00:23:D4:6A:22:09, 1
11:48:49, 00:23:D4:6A:22:09, 1
11:48:49, 00:23:D4:6A:22:09, 0
12:05:25, 00:23:D4:6A:22:09, 0
12:05:25, 00:23:D4:6A:22:09, 1
12:11:58 STARTING NEW INSTANCE : POTENTIAL NEIGHBORS = 6
12:11:59, 00:23:D4:6A:22:09, 0
12:11:59, 00:23:D4:6A:22:09, 1
12:12:15, 00:23:D4:6A:22:09, 1
12:12:15, 00:23:D4:6A:22:09, 0
